date,hour,pickup_community_area,day_of_week,demand,temperature,zone_name,is_holiday,n_crashes,congestion_speed
2023-01-27,7,7,6,18,-10.0,LINCOLN PARK,1,0,25.121839080459775
2023-01-27,7,11,6,0,-10.0,JEFFERSON PARK,1,0,25.121839080459775
2023-01-27,7,26,6,0,-10.0,WEST GARFIELD PARK,1,0,25.121839080459775
2023-01-27,7,28,6,106,-10.0,NEAR WEST SIDE,1,0,25.121839080459775
2023-01-27,7,8,6,89,-10.0,NEAR NORTH SIDE,1,0,25.121839080459775
2023-01-27,7,67,6,2,-10.0,WEST ENGLEWOOD,1,1,25.121839080459775
2023-01-27,7,74,6,0,-10.0,MOUNT GREENWOOD,1,0,25.121839080459775
2023-01-27,7,5,6,5,-10.0,NORTH CENTER,1,0,25.121839080459775
2023-01-27,7,31,6,3,-10.0,LOWER WEST SIDE,1,1,25.121839080459775
2023-01-27,7,65,6,0,-10.0,WEST LAWN,1,0,25.121839080459775
2023-01-27,7,71,6,3,-10.0,AUBURN GRESHAM,1,0,25.121839080459775
2023-01-27,7,44,6,2,-10.0,CHATHAM,1,0,25.121839080459775
2023-01-27,7,68,6,3,-10.0,ENGLEWOOD,1,0,25.121839080459775
2023-01-27,7,2,6,9,-10.0,WEST RIDGE,1,0,25.121839080459775
2023-01-27,7,59,6,1,-10.0,MCKINLEY PARK,1,1,25.121839080459775
2023-01-27,7,75,6,1,-10.0,MORGAN PARK,1,0,25.121839080459775
2023-01-27,7,17,6,0,-10.0,DUNNING,1,2,25.121839080459775
2023-01-27,7,76,6,41,-10.0,OHARE,1,0,25.121839080459775
2023-01-27,7,41,6,4,-10.0,HYDE PARK,1,0,25.121839080459775
2023-01-27,7,47,6,2,-10.0,BURNSIDE,1,0,25.121839080459775
2023-01-27,7,25,6,6,-10.0,AUSTIN,1,1,25.121839080459775
2023-01-27,7,15,6,1,-10.0,PORTAGE PARK,1,2,25.121839080459775
2023-01-27,7,19,6,1,-10.0,BELMONT CRAGIN,1,0,25.121839080459775
2023-01-27,7,40,6,0,-10.0,WASHINGTON PARK,1,0,25.121839080459775
2023-01-27,7,12,6,3,-10.0,FOREST GLEN,1,0,25.121839080459775
2023-01-27,7,70,6,0,-10.0,ASHBURN,1,1,25.121839080459775
2023-01-27,7,18,6,0,-10.0,MONTCLARE,1,3,25.121839080459775
2023-01-27,7,10,6,2,-10.0,NORWOOD PARK,1,1,25.121839080459775
2023-01-27,7,3,6,16,-10.0,UPTOWN,1,0,25.121839080459775
2023-01-27,7,1,6,10,-10.0,ROGERS PARK,1,0,25.121839080459775
2023-01-27,7,34,6,0,-10.0,ARMOUR SQUARE,1,0,25.121839080459775
2023-01-27,7,27,6,2,-10.0,EAST GARFIELD PARK,1,1,25.121839080459775
2023-01-27,7,56,6,6,-10.0,GARFIELD RIDGE,1,0,25.121839080459775
2023-01-27,7,50,6,1,-10.0,PULLMAN,1,0,25.121839080459775
2023-01-27,7,20,6,0,-10.0,HERMOSA,1,0,25.121839080459775
2023-01-27,7,53,6,0,-10.0,WEST PULLMAN,1,0,25.121839080459775
2023-01-27,7,61,6,0,-10.0,NEW CITY,1,0,25.121839080459775
2023-01-27,7,6,6,29,-10.0,LAKE VIEW,1,1,25.121839080459775
2023-01-27,7,23,6,3,-10.0,HUMBOLDT PARK,1,0,25.121839080459775
2023-01-27,7,9,6,2,-10.0,EDISON PARK,1,1,25.121839080459775
2023-01-27,7,48,6,2,-10.0,CALUMET HEIGHTS,1,0,25.121839080459775
2023-01-27,7,73,6,2,-10.0,WASHINGTON HEIGHTS,1,0,25.121839080459775
2023-01-27,7,30,6,1,-10.0,SOUTH LAWNDALE,1,0,25.121839080459775
2023-01-27,7,42,6,1,-10.0,WOODLAWN,1,0,25.121839080459775
2023-01-27,7,36,6,3,-10.0,OAKLAND,1,0,25.121839080459775
2023-01-27,7,55,6,0,-10.0,HEGEWISCH,1,0,25.121839080459775
2023-01-27,7,24,6,5,-10.0,WEST TOWN,1,0,25.121839080459775
2023-01-27,7,63,6,1,-10.0,GAGE PARK,1,1,25.121839080459775
2023-01-27,7,16,6,3,-10.0,IRVING PARK,1,0,25.121839080459775
2023-01-27,7,69,6,1,-10.0,GREATER GRAND CROSSING,1,0,25.121839080459775
2023-01-27,7,72,6,1,-10.0,BEVERLY,1,0,25.121839080459775
2023-01-27,7,54,6,1,-10.0,RIVERDALE,1,0,25.121839080459775
2023-01-27,7,22,6,6,-10.0,LOGAN SQUARE,1,2,25.121839080459775
2023-01-27,7,39,6,3,-10.0,KENWOOD,1,0,25.121839080459775
2023-01-27,7,51,6,2,-10.0,SOUTH DEERING,1,0,25.121839080459775
2023-01-27,7,49,6,2,-10.0,ROSELAND,1,0,25.121839080459775
2023-01-27,7,58,6,0,-10.0,BRIGHTON PARK,1,0,25.121839080459775
2023-01-27,7,33,6,7,-10.0,NEAR SOUTH SIDE,1,0,25.121839080459775
2023-01-27,7,52,6,0,-10.0,EAST SIDE,1,0,25.121839080459775
2023-01-27,7,43,6,5,-10.0,SOUTH SHORE,1,1,25.121839080459775
2023-01-27,7,4,6,5,-10.0,LINCOLN SQUARE,1,0,25.121839080459775
2023-01-27,7,45,6,1,-10.0,AVALON PARK,1,0,25.121839080459775
2023-01-27,7,60,6,1,-10.0,BRIDGEPORT,1,0,25.121839080459775
2023-01-27,7,21,6,2,-10.0,AVONDALE,1,2,25.121839080459775
2023-01-27,7,66,6,1,-10.0,CHICAGO LAWN,1,0,25.121839080459775
2023-01-27,8,38,6,6,-10.6,GRAND BOULEVARD,1,0,24.768505747126444
2023-01-27,8,64,6,3,-10.6,CLEARING,1,0,24.768505747126444
2023-01-27,8,77,6,19,-10.6,EDGEWATER,1,0,24.768505747126444
2023-01-27,8,57,6,0,-10.6,ARCHER HEIGHTS,1,1,24.768505747126444
2023-01-27,8,37,6,0,-10.6,FULLER PARK,1,0,24.768505747126444
2023-01-27,8,29,6,0,-10.6,NORTH LAWNDALE,1,2,24.768505747126444
2023-01-27,8,32,6,145,-10.6,LOOP,1,0,24.768505747126444
2023-01-27,8,35,6,7,-10.6,DOUGLAS,1,0,24.768505747126444
2023-01-27,8,14,6,2,-10.6,ALBANY PARK,1,2,24.768505747126444
2023-01-27,8,13,6,1,-10.6,NORTH PARK,1,0,24.768505747126444
2023-01-27,8,46,6,1,-10.6,SOUTH CHICAGO,1,0,24.768505747126444
2023-01-27,8,62,6,1,-10.6,WEST ELSDON,1,0,24.768505747126444
2023-01-27,8,7,6,24,-10.6,LINCOLN PARK,1,0,24.768505747126444
2023-01-27,8,11,6,0,-10.6,JEFFERSON PARK,1,1,24.768505747126444
2023-01-27,8,26,6,0,-10.6,WEST GARFIELD PARK,1,0,24.768505747126444
2023-01-27,8,28,6,150,-10.6,NEAR WEST SIDE,1,1,24.768505747126444
2023-01-27,8,8,6,141,-10.6,NEAR NORTH SIDE,1,2,24.768505747126444
2023-01-27,8,67,6,2,-10.6,WEST ENGLEWOOD,1,1,24.768505747126444
2023-01-27,8,74,6,0,-10.6,MOUNT GREENWOOD,1,0,24.768505747126444
2023-01-27,8,5,6,8,-10.6,NORTH CENTER,1,0,24.768505747126444
2023-01-27,8,31,6,1,-10.6,LOWER WEST SIDE,1,1,24.768505747126444
2023-01-27,8,65,6,0,-10.6,WEST LAWN,1,0,24.768505747126444
2023-01-27,8,71,6,0,-10.6,AUBURN GRESHAM,1,0,24.768505747126444
2023-01-27,8,44,6,5,-10.6,CHATHAM,1,0,24.768505747126444
2023-01-27,8,68,6,3,-10.6,ENGLEWOOD,1,1,24.768505747126444
2023-01-27,8,2,6,12,-10.6,WEST RIDGE,1,1,24.768505747126444
2023-01-27,8,59,6,9,-10.6,MCKINLEY PARK,1,0,24.768505747126444
2023-01-27,8,75,6,2,-10.6,MORGAN PARK,1,0,24.768505747126444
2023-01-27,8,17,6,0,-10.6,DUNNING,1,1,24.768505747126444
2023-01-27,8,76,6,61,-10.6,OHARE,1,0,24.768505747126444
2023-01-27,8,41,6,5,-10.6,HYDE PARK,1,0,24.768505747126444
2023-01-27,8,47,6,0,-10.6,BURNSIDE,1,0,24.768505747126444
2023-01-27,8,25,6,0,-10.6,AUSTIN,1,2,24.768505747126444
2023-01-27,8,15,6,3,-10.6,PORTAGE PARK,1,0,24.768505747126444
2023-01-27,8,19,6,1,-10.6,BELMONT CRAGIN,1,1,24.768505747126444
2023-01-27,8,40,6,3,-10.6,WASHINGTON PARK,1,1,24.768505747126444
2023-01-27,8,12,6,3,-10.6,FOREST GLEN,1,1,24.768505747126444
2023-01-27,8,70,6,1,-10.6,ASHBURN,1,2,24.768505747126444
2023-01-27,8,18,6,0,-10.6,MONTCLARE,1,0,24.768505747126444
2023-01-27,8,10,6,1,-10.6,NORWOOD PARK,1,1,24.768505747126444
2023-01-27,8,3,6,28,-10.6,UPTOWN,1,0,24.768505747126444
2023-01-27,8,1,6,9,-10.6,ROGERS PARK,1,4,24.768505747126444
2023-01-27,8,34,6,3,-10.6,ARMOUR SQUARE,1,0,24.768505747126444
2023-01-27,8,27,6,0,-10.6,EAST GARFIELD PARK,1,0,24.768505747126444
2023-01-27,8,56,6,13,-10.6,GARFIELD RIDGE,1,1,24.768505747126444
2023-01-27,8,50,6,0,-10.6,PULLMAN,1,0,24.768505747126444
2023-01-27,8,20,6,0,-10.6,HERMOSA,1,0,24.768505747126444
2023-01-27,8,53,6,1,-10.6,WEST PULLMAN,1,0,24.768505747126444
2023-01-27,8,61,6,1,-10.6,NEW CITY,1,2,24.768505747126444
2023-01-27,8,6,6,34,-10.6,LAKE VIEW,1,0,24.768505747126444
2023-01-27,8,23,6,1,-10.6,HUMBOLDT PARK,1,0,24.768505747126444
2023-01-27,8,9,6,0,-10.6,EDISON PARK,1,0,24.768505747126444
2023-01-27,8,48,6,3,-10.6,CALUMET HEIGHTS,1,0,24.768505747126444
2023-01-27,8,73,6,2,-10.6,WASHINGTON HEIGHTS,1,0,24.768505747126444
2023-01-27,8,30,6,0,-10.6,SOUTH LAWNDALE,1,0,24.768505747126444
2023-01-27,8,42,6,0,-10.6,WOODLAWN,1,0,24.768505747126444
2023-01-27,8,36,6,1,-10.6,OAKLAND,1,0,24.768505747126444
2023-01-27,8,55,6,0,-10.6,HEGEWISCH,1,0,24.768505747126444
2023-01-27,8,24,6,8,-10.6,WEST TOWN,1,0,24.768505747126444
2023-01-27,8,63,6,0,-10.6,GAGE PARK,1,0,24.768505747126444
2023-01-27,8,16,6,4,-10.6,IRVING PARK,1,0,24.768505747126444
2023-01-27,8,69,6,6,-10.6,GREATER GRAND CROSSING,1,0,24.768505747126444
2023-01-27,8,72,6,1,-10.6,BEVERLY,1,0,24.768505747126444
2023-01-27,8,54,6,1,-10.6,RIVERDALE,1,0,24.768505747126444
2023-01-27,8,22,6,3,-10.6,LOGAN SQUARE,1,0,24.768505747126444
2023-01-27,8,39,6,4,-10.6,KENWOOD,1,1,24.768505747126444
2023-01-27,8,51,6,2,-10.6,SOUTH DEERING,1,0,24.768505747126444
2023-01-27,8,49,6,0,-10.6,ROSELAND,1,1,24.768505747126444
2023-01-27,8,58,6,2,-10.6,BRIGHTON PARK,1,0,24.768505747126444
2023-01-27,8,33,6,14,-10.6,NEAR SOUTH SIDE,1,0,24.768505747126444
2023-01-27,8,52,6,0,-10.6,EAST SIDE,1,0,24.768505747126444
2023-01-27,8,43,6,7,-10.6,SOUTH SHORE,1,1,24.768505747126444
2023-01-27,8,4,6,2,-10.6,LINCOLN SQUARE,1,0,24.768505747126444
2023-01-27,8,45,6,1,-10.6,AVALON PARK,1,2,24.768505747126444
2023-01-27,8,60,6,2,-10.6,BRIDGEPORT,1,1,24.768505747126444
2023-01-27,8,21,6,0,-10.6,AVONDALE,1,0,24.768505747126444
2023-01-27,8,66,6,1,-10.6,CHICAGO LAWN,1,0,24.768505747126444
2023-01-27,9,38,6,10,-10.0,GRAND BOULEVARD,1,0,25.62505747126438
2023-01-27,9,64,6,1,-10.0,CLEARING,1,0,25.62505747126438
2023-01-27,9,77,6,24,-10.0,EDGEWATER,1,0,25.62505747126438
2023-01-27,9,57,6,0,-10.0,ARCHER HEIGHTS,1,0,25.62505747126438
2023-01-27,9,37,6,2,-10.0,FULLER PARK,1,1,25.62505747126438
2023-01-27,9,29,6,0,-10.0,NORTH LAWNDALE,1,0,25.62505747126438
2023-01-27,9,32,6,124,-10.0,LOOP,1,1,25.62505747126438
2023-01-27,9,35,6,11,-10.0,DOUGLAS,1,0,25.62505747126438
2023-01-27,9,14,6,3,-10.0,ALBANY PARK,1,0,25.62505747126438
2023-01-27,9,13,6,0,-10.0,NORTH PARK,1,0,25.62505747126438
2023-01-27,9,46,6,1,-10.0,SOUTH CHICAGO,1,0,25.62505747126438
2023-01-27,9,62,6,0,-10.0,WEST ELSDON,1,0,25.62505747126438
2023-01-27,9,7,6,21,-10.0,LINCOLN PARK,1,0,25.62505747126438
2023-01-27,9,11,6,1,-10.0,JEFFERSON PARK,1,0,25.62505747126438
2023-01-27,9,26,6,2,-10.0,WEST GARFIELD PARK,1,1,25.62505747126438
2023-01-27,9,28,6,147,-10.0,NEAR WEST SIDE,1,0,25.62505747126438
2023-01-27,9,8,6,168,-10.0,NEAR NORTH SIDE,1,1,25.62505747126438
2023-01-27,9,67,6,1,-10.0,WEST ENGLEWOOD,1,1,25.62505747126438
2023-01-27,9,74,6,0,-10.0,MOUNT GREENWOOD,1,1,25.62505747126438
2023-01-27,9,5,6,4,-10.0,NORTH CENTER,1,1,25.62505747126438
2023-01-27,9,31,6,1,-10.0,LOWER WEST SIDE,1,0,25.62505747126438
2023-01-27,9,65,6,1,-10.0,WEST LAWN,1,0,25.62505747126438
2023-01-27,9,71,6,1,-10.0,AUBURN GRESHAM,1,0,25.62505747126438
2023-01-27,9,44,6,7,-10.0,CHATHAM,1,0,25.62505747126438
2023-01-27,9,68,6,4,-10.0,ENGLEWOOD,1,0,25.62505747126438
2023-01-27,9,2,6,11,-10.0,WEST RIDGE,1,0,25.62505747126438
2023-01-27,9,59,6,11,-10.0,MCKINLEY PARK,1,0,25.62505747126438
2023-01-27,9,75,6,3,-10.0,MORGAN PARK,1,0,25.62505747126438
2023-01-27,9,17,6,1,-10.0,DUNNING,1,0,25.62505747126438
2023-01-27,9,76,6,81,-10.0,OHARE,1,0,25.62505747126438
2023-01-27,9,41,6,6,-10.0,HYDE PARK,1,0,25.62505747126438
2023-01-27,9,47,6,0,-10.0,BURNSIDE,1,0,25.62505747126438
2023-01-27,9,25,6,1,-10.0,AUSTIN,1,0,25.62505747126438
2023-01-27,9,15,6,1,-10.0,PORTAGE PARK,1,0,25.62505747126438
2023-01-27,9,19,6,0,-10.0,BELMONT CRAGIN,1,1,25.62505747126438
2023-01-27,9,40,6,4,-10.0,WASHINGTON PARK,1,0,25.62505747126438
2023-01-27,9,12,6,1,-10.0,FOREST GLEN,1,2,25.62505747126438
2023-01-27,9,70,6,0,-10.0,ASHBURN,1,0,25.62505747126438
2023-01-27,9,18,6,0,-10.0,MONTCLARE,1,0,25.62505747126438
2023-01-27,9,10,6,2,-10.0,NORWOOD PARK,1,0,25.62505747126438
2023-01-27,9,3,6,26,-10.0,UPTOWN,1,1,25.62505747126438
2023-01-27,9,1,6,7,-10.0,ROGERS PARK,1,0,25.62505747126438
2023-01-27,9,34,6,5,-10.0,ARMOUR SQUARE,1,0,25.62505747126438
2023-01-27,9,27,6,1,-10.0,EAST GARFIELD PARK,1,0,25.62505747126438
2023-01-27,9,56,6,9,-10.0,GARFIELD RIDGE,1,0,25.62505747126438
2023-01-27,9,50,6,2,-10.0,PULLMAN,1,0,25.62505747126438
2023-01-27,9,20,6,0,-10.0,HERMOSA,1,0,25.62505747126438
2023-01-27,9,53,6,5,-10.0,WEST PULLMAN,1,0,25.62505747126438
2023-01-27,9,61,6,2,-10.0,NEW CITY,1,0,25.62505747126438
2023-01-27,9,6,6,30,-10.0,LAKE VIEW,1,2,25.62505747126438
2023-01-27,9,23,6,1,-10.0,HUMBOLDT PARK,1,0,25.62505747126438
2023-01-27,9,9,6,1,-10.0,EDISON PARK,1,0,25.62505747126438
2023-01-27,9,48,6,1,-10.0,CALUMET HEIGHTS,1,0,25.62505747126438
2023-01-27,9,73,6,7,-10.0,WASHINGTON HEIGHTS,1,0,25.62505747126438
2023-01-27,9,30,6,2,-10.0,SOUTH LAWNDALE,1,0,25.62505747126438
2023-01-27,9,42,6,5,-10.0,WOODLAWN,1,0,25.62505747126438
2023-01-27,9,36,6,3,-10.0,OAKLAND,1,0,25.62505747126438
2023-01-27,9,55,6,2,-10.0,HEGEWISCH,1,0,25.62505747126438
2023-01-27,9,24,6,9,-10.0,WEST TOWN,1,0,25.62505747126438
2023-01-27,9,63,6,0,-10.0,GAGE PARK,1,0,25.62505747126438
2023-01-27,9,16,6,8,-10.0,IRVING PARK,1,1,25.62505747126438
2023-01-27,9,69,6,8,-10.0,GREATER GRAND CROSSING,1,1,25.62505747126438
2023-01-27,9,72,6,1,-10.0,BEVERLY,1,1,25.62505747126438
2023-01-27,9,54,6,0,-10.0,RIVERDALE,1,0,25.62505747126438
2023-01-27,9,22,6,2,-10.0,LOGAN SQUARE,1,0,25.62505747126438
2023-01-27,9,39,6,7,-10.0,KENWOOD,1,0,25.62505747126438
2023-01-27,9,51,6,3,-10.0,SOUTH DEERING,1,0,25.62505747126438
2023-01-27,9,49,6,2,-10.0,ROSELAND,1,0,25.62505747126438
2023-01-27,9,58,6,0,-10.0,BRIGHTON PARK,1,0,25.62505747126438
2023-01-27,9,33,6,18,-10.0,NEAR SOUTH SIDE,1,0,25.62505747126438
2023-01-27,9,52,6,0,-10.0,EAST SIDE,1,0,25.62505747126438
2023-01-27,9,43,6,4,-10.0,SOUTH SHORE,1,0,25.62505747126438
2023-01-27,9,4,6,7,-10.0,LINCOLN SQUARE,1,0,25.62505747126438
2023-01-27,9,45,6,1,-10.0,AVALON PARK,1,0,25.62505747126438
2023-01-27,9,60,6,2,-10.0,BRIDGEPORT,1,0,25.62505747126438
2023-01-27,9,21,6,5,-10.0,AVONDALE,1,0,25.62505747126438
2023-01-27,9,66,6,2,-10.0,CHICAGO LAWN,1,0,25.62505747126438
2023-01-27,10,38,6,6,-9.4,GRAND BOULEVARD,1,0,25.973103448275854
2023-01-27,10,64,6,0,-9.4,CLEARING,1,1,25.973103448275854
2023-01-27,10,77,6,12,-9.4,EDGEWATER,1,1,25.973103448275854
2023-01-27,10,57,6,0,-9.4,ARCHER HEIGHTS,1,1,25.973103448275854
2023-01-27,10,37,6,1,-9.4,FULLER PARK,1,0,25.973103448275854
2023-01-27,10,29,6,1,-9.4,NORTH LAWNDALE,1,0,25.973103448275854
2023-01-27,10,32,6,129,-9.4,LOOP,1,1,25.973103448275854
2023-01-27,10,35,6,7,-9.4,DOUGLAS,1,0,25.973103448275854
2023-01-27,10,14,6,0,-9.4,ALBANY PARK,1,0,25.973103448275854
2023-01-27,10,13,6,0,-9.4,NORTH PARK,1,1,25.973103448275854
2023-01-27,10,46,6,2,-9.4,SOUTH CHICAGO,1,0,25.973103448275854
2023-01-27,10,62,6,0,-9.4,WEST ELSDON,1,0,25.973103448275854
2023-01-27,10,7,6,12,-9.4,LINCOLN PARK,1,0,25.973103448275854
2023-01-27,10,11,6,2,-9.4,JEFFERSON PARK,1,0,25.973103448275854
2023-01-27,10,26,6,1,-9.4,WEST GARFIELD PARK,1,0,25.973103448275854
2023-01-27,10,28,6,121,-9.4,NEAR WEST SIDE,1,0,25.973103448275854
2023-01-27,10,8,6,189,-9.4,NEAR NORTH SIDE,1,0,25.973103448275854
2023-01-27,10,67,6,0,-9.4,WEST ENGLEWOOD,1,0,25.973103448275854
2023-01-27,10,74,6,1,-9.4,MOUNT GREENWOOD,1,0,25.973103448275854
2023-01-27,10,5,6,2,-9.4,NORTH CENTER,1,0,25.973103448275854
2023-01-27,10,31,6,2,-9.4,LOWER WEST SIDE,1,2,25.973103448275854
2023-01-27,10,65,6,0,-9.4,WEST LAWN,1,0,25.973103448275854
2023-01-27,10,71,6,2,-9.4,AUBURN GRESHAM,1,0,25.973103448275854
2023-01-27,10,44,6,7,-9.4,CHATHAM,1,0,25.973103448275854
2023-01-27,10,68,6,9,-9.4,ENGLEWOOD,1,0,25.973103448275854
2023-01-27,10,2,6,14,-9.4,WEST RIDGE,1,0,25.973103448275854
2023-01-27,10,59,6,7,-9.4,MCKINLEY PARK,1,0,25.973103448275854
2023-01-27,10,75,6,1,-9.4,MORGAN PARK,1,0,25.973103448275854
2023-01-27,10,17,6,0,-9.4,DUNNING,1,0,25.973103448275854
2023-01-27,10,76,6,68,-9.4,OHARE,1,0,25.973103448275854
2023-01-27,10,41,6,7,-9.4,HYDE PARK,1,0,25.973103448275854
2023-01-27,10,47,6,0,-9.4,BURNSIDE,1,0,25.973103448275854
2023-01-27,10,25,6,4,-9.4,AUSTIN,1,0,25.973103448275854
2023-01-27,10,15,6,4,-9.4,PORTAGE PARK,1,0,25.973103448275854
2023-01-27,10,19,6,0,-9.4,BELMONT CRAGIN,1,1,25.973103448275854
2023-01-27,10,40,6,2,-9.4,WASHINGTON PARK,1,0,25.973103448275854
2023-01-27,10,12,6,1,-9.4,FOREST GLEN,1,0,25.973103448275854
2023-01-27,10,70,6,0,-9.4,ASHBURN,1,1,25.973103448275854
2023-01-27,10,18,6,0,-9.4,MONTCLARE,1,1,25.973103448275854
2023-01-27,10,10,6,2,-9.4,NORWOOD PARK,1,0,25.973103448275854
2023-01-27,10,3,6,25,-9.4,UPTOWN,1,1,25.973103448275854
2023-01-27,10,1,6,9,-9.4,ROGERS PARK,1,0,25.973103448275854
2023-01-27,10,34,6,2,-9.4,ARMOUR SQUARE,1,0,25.973103448275854
2023-01-27,10,27,6,1,-9.4,EAST GARFIELD PARK,1,0,25.973103448275854
2023-01-27,10,56,6,24,-9.4,GARFIELD RIDGE,1,0,25.973103448275854
2023-01-27,10,50,6,5,-9.4,PULLMAN,1,0,25.973103448275854
2023-01-27,10,20,6,0,-9.4,HERMOSA,1,0,25.973103448275854
2023-01-27,10,53,6,3,-9.4,WEST PULLMAN,1,1,25.973103448275854
2023-01-27,10,61,6,1,-9.4,NEW CITY,1,0,25.973103448275854
2023-01-27,10,6,6,41,-9.4,LAKE VIEW,1,0,25.973103448275854
2023-01-27,10,23,6,0,-9.4,HUMBOLDT PARK,1,0,25.973103448275854
2023-01-27,10,9,6,0,-9.4,EDISON PARK,1,1,25.973103448275854
2023-01-27,10,48,6,0,-9.4,CALUMET HEIGHTS,1,0,25.973103448275854
2023-01-27,10,73,6,2,-9.4,WASHINGTON HEIGHTS,1,0,25.973103448275854
2023-01-27,10,30,6,1,-9.4,SOUTH LAWNDALE,1,0,25.973103448275854
2023-01-27,10,42,6,5,-9.4,WOODLAWN,1,0,25.973103448275854
2023-01-27,10,36,6,5,-9.4,OAKLAND,1,0,25.973103448275854
2023-01-27,10,55,6,0,-9.4,HEGEWISCH,1,0,25.973103448275854
2023-01-27,10,24,6,8,-9.4,WEST TOWN,1,1,25.973103448275854
2023-01-27,10,63,6,1,-9.4,GAGE PARK,1,0,25.973103448275854
2023-01-27,10,16,6,5,-9.4,IRVING PARK,1,0,25.973103448275854
2023-01-27,10,69,6,5,-9.4,GREATER GRAND CROSSING,1,0,25.973103448275854
2023-01-27,10,72,6,3,-9.4,BEVERLY,1,0,25.973103448275854
2023-01-27,10,54,6,1,-9.4,RIVERDALE,1,0,25.973103448275854
2023-01-27,10,22,6,6,-9.4,LOGAN SQUARE,1,0,25.973103448275854
2023-01-27,10,39,6,9,-9.4,KENWOOD,1,0,25.973103448275854
2023-01-27,10,51,6,4,-9.4,SOUTH DEERING,1,0,25.973103448275854
2023-01-27,10,49,6,7,-9.4,ROSELAND,1,0,25.973103448275854
2023-01-27,10,58,6,1,-9.4,BRIGHTON PARK,1,1,25.973103448275854
2023-01-27,10,33,6,9,-9.4,NEAR SOUTH SIDE,1,0,25.973103448275854
2023-01-27,10,52,6,1,-9.4,EAST SIDE,1,0,25.973103448275854
2023-01-27,10,43,6,10,-9.4,SOUTH SHORE,1,1,25.973103448275854
2023-01-27,10,4,6,5,-9.4,LINCOLN SQUARE,1,0,25.973103448275854
2023-01-27,10,45,6,2,-9.4,AVALON PARK,1,0,25.973103448275854
2023-01-27,10,60,6,2,-9.4,BRIDGEPORT,1,0,25.973103448275854
2023-01-27,10,21,6,2,-9.4,AVONDALE,1,0,25.973103448275854
2023-01-27,10,66,6,1,-9.4,CHICAGO LAWN,1,1,25.973103448275854
2023-01-27,11,38,6,5,-8.9,GRAND BOULEVARD,1,1,25.565574712643667
2023-01-27,11,64,6,0,-8.9,CLEARING,1,0,25.565574712643667
2023-01-27,11,77,6,19,-8.9,EDGEWATER,1,0,25.565574712643667
2023-01-27,11,57,6,0,-8.9,ARCHER HEIGHTS,1,0,25.565574712643667
2023-01-27,11,37,6,1,-8.9,FULLER PARK,1,0,25.565574712643667
2023-01-27,11,29,6,0,-8.9,NORTH LAWNDALE,1,0,25.565574712643667
2023-01-27,11,32,6,160,-8.9,LOOP,1,1,25.565574712643667
2023-01-27,11,35,6,14,-8.9,DOUGLAS,1,0,25.565574712643667
2023-01-27,11,14,6,4,-8.9,ALBANY PARK,1,0,25.565574712643667
2023-01-27,11,13,6,0,-8.9,NORTH PARK,1,1,25.565574712643667
2023-01-27,11,46,6,0,-8.9,SOUTH CHICAGO,1,0,25.565574712643667
2023-01-27,11,62,6,0,-8.9,WEST ELSDON,1,0,25.565574712643667
2023-01-27,11,7,6,16,-8.9,LINCOLN PARK,1,0,25.565574712643667
2023-01-27,11,11,6,1,-8.9,JEFFERSON PARK,1,0,25.565574712643667
2023-01-27,11,26,6,4,-8.9,WEST GARFIELD PARK,1,0,25.565574712643667
2023-01-27,11,28,6,111,-8.9,NEAR WEST SIDE,1,1,25.565574712643667
2023-01-27,11,8,6,234,-8.9,NEAR NORTH SIDE,1,1,25.565574712643667
2023-01-27,11,67,6,2,-8.9,WEST ENGLEWOOD,1,0,25.565574712643667
2023-01-27,11,74,6,0,-8.9,MOUNT GREENWOOD,1,0,25.565574712643667
2023-01-27,11,5,6,3,-8.9,NORTH CENTER,1,0,25.565574712643667
2023-01-27,11,31,6,0,-8.9,LOWER WEST SIDE,1,0,25.565574712643667
2023-01-27,11,65,6,0,-8.9,WEST LAWN,1,0,25.565574712643667
2023-01-27,11,71,6,6,-8.9,AUBURN GRESHAM,1,0,25.565574712643667
2023-01-27,11,44,6,6,-8.9,CHATHAM,1,0,25.565574712643667
2023-01-27,11,68,6,6,-8.9,ENGLEWOOD,1,0,25.565574712643667
2023-01-27,11,2,6,9,-8.9,WEST RIDGE,1,0,25.565574712643667
2023-01-27,11,59,6,11,-8.9,MCKINLEY PARK,1,0,25.565574712643667
2023-01-27,11,75,6,1,-8.9,MORGAN PARK,1,0,25.565574712643667
2023-01-27,11,17,6,1,-8.9,DUNNING,1,0,25.565574712643667
2023-01-27,11,76,6,62,-8.9,OHARE,1,0,25.565574712643667
2023-01-27,11,41,6,18,-8.9,HYDE PARK,1,1,25.565574712643667
2023-01-27,11,47,6,0,-8.9,BURNSIDE,1,0,25.565574712643667
2023-01-27,11,25,6,2,-8.9,AUSTIN,1,0,25.565574712643667
2023-01-27,11,15,6,3,-8.9,PORTAGE PARK,1,0,25.565574712643667
2023-01-27,11,19,6,0,-8.9,BELMONT CRAGIN,1,0,25.565574712643667
2023-01-27,11,40,6,0,-8.9,WASHINGTON PARK,1,0,25.565574712643667
2023-01-27,11,12,6,2,-8.9,FOREST GLEN,1,0,25.565574712643667
2023-01-27,11,70,6,0,-8.9,ASHBURN,1,0,25.565574712643667
2023-01-27,11,18,6,0,-8.9,MONTCLARE,1,0,25.565574712643667
